"","X","value","nrTrObjectsPerClass","resizeSize","resizeMethod","thresholding","nrFeatures","featSelect","pca","Representation"
"365","svc",0.49463,200,"10","bilinear","false","5","featselp",0.8,"Features"
"366","qdc",0.35675,200,"10","bilinear","false","5","featselp",0.8,"Features"
"367","parzen",0.33788,200,"10","bilinear","false","5","featselp",0.8,"Features"
"368","bpxnc",0.31625,200,"10","bilinear","false","5","featselp",0.8,"Features"
"369","loglc",0.3455,200,"10","bilinear","false","5","featselp",0.8,"Features"
"370","knnc",0.32263,200,"10","bilinear","false","5","featselp",0.8,"Features"
"371","treec",NA,200,"10","bilinear","false","5","featselp",0.8,"Features"
"372","svc",0.17725,200,"10","bilinear","false","20","featselp",0,"Features"
"373","qdc",0.09475,200,"10","bilinear","false","20","featselp",0,"Features"
"374","parzen",0.32263,200,"10","bilinear","false","20","featselp",0,"Features"
"375","bpxnc",0.10025,200,"10","bilinear","false","20","featselp",0,"Features"
"376","loglc",0.08975,200,"10","bilinear","false","20","featselp",0,"Features"
"377","knnc",0.31463,200,"10","bilinear","false","20","featselp",0,"Features"
"378","treec",NA,200,"10","bilinear","false","20","featselp",0,"Features"
"379","svc",0.0995,200,"10","bilinear","false","20","featselp",0.95,"Features"
"380","qdc",0.0865,200,"10","bilinear","false","20","featselp",0.95,"Features"
"381","parzen",0.090625,200,"10","bilinear","false","20","featselp",0.95,"Features"
"382","bpxnc",0.12138,200,"10","bilinear","false","20","featselp",0.95,"Features"
"383","loglc",0.099625,200,"10","bilinear","false","20","featselp",0.95,"Features"
"384","knnc",0.093375,200,"10","bilinear","false","20","featselp",0.95,"Features"
"385","treec",NA,200,"10","bilinear","false","20","featselp",0.95,"Features"
"386","svc",0.12563,200,"10","bilinear","false","20","featselp",0.8,"Features"
"387","qdc",0.10438,200,"10","bilinear","false","20","featselp",0.8,"Features"
"388","parzen",0.11025,200,"10","bilinear","false","20","featselp",0.8,"Features"
"389","bpxnc",0.11738,200,"10","bilinear","false","20","featselp",0.8,"Features"
"390","loglc",0.12288,200,"10","bilinear","false","20","featselp",0.8,"Features"
"391","knnc",0.10775,200,"10","bilinear","false","20","featselp",0.8,"Features"
"392","treec",NA,200,"10","bilinear","false","20","featselp",0.8,"Features"
"393","svc",0.094,200,"10","bilinear","false","50","featselp",0,"Features"
"394","qdc",0.05125,200,"10","bilinear","false","50","featselp",0,"Features"
"395","parzen",0.22675,200,"10","bilinear","false","50","featselp",0,"Features"
"396","bpxnc",0.14325,200,"10","bilinear","false","50","featselp",0,"Features"
"397","loglc",0.06825,200,"10","bilinear","false","50","featselp",0,"Features"
"398","knnc",0.23425,200,"10","bilinear","false","50","featselp",0,"Features"
"399","treec",NA,200,"10","bilinear","false","50","featselp",0,"Features"
"400","svc",0.052375,200,"10","bilinear","false","50","featselp",0.95,"Features"
"401","qdc",0.045875,200,"10","bilinear","false","50","featselp",0.95,"Features"
"402","parzen",0.0475,200,"10","bilinear","false","50","featselp",0.95,"Features"
"403","bpxnc",0.078875,200,"10","bilinear","false","50","featselp",0.95,"Features"
"404","loglc",0.064125,200,"10","bilinear","false","50","featselp",0.95,"Features"
"405","knnc",0.049875,200,"10","bilinear","false","50","featselp",0.95,"Features"
"406","treec",NA,200,"10","bilinear","false","50","featselp",0.95,"Features"
"407","svc",0.061875,200,"10","bilinear","false","50","featselp",0.8,"Features"
"408","qdc",0.049875,200,"10","bilinear","false","50","featselp",0.8,"Features"
"409","parzen",0.05325,200,"10","bilinear","false","50","featselp",0.8,"Features"
"410","bpxnc",0.0645,200,"10","bilinear","false","50","featselp",0.8,"Features"
"411","loglc",0.05975,200,"10","bilinear","false","50","featselp",0.8,"Features"
"412","knnc",0.054625,200,"10","bilinear","false","50","featselp",0.8,"Features"
"413","treec",NA,200,"10","bilinear","false","50","featselp",0.8,"Features"
"414","svc",0.06275,200,"10","bilinear","false","0","none",0,"Features"
"415","qdc",0.848,200,"10","bilinear","false","0","none",0,"Features"
"416","parzen",0.9,200,"10","bilinear","false","0","none",0,"Features"
"417","bpxnc",0.17,200,"10","bilinear","false","0","none",0,"Features"
"418","loglc",0.042,200,"10","bilinear","false","0","none",0,"Features"
"419","knnc",0.22725,200,"10","bilinear","false","0","none",0,"Features"
"420","treec",NA,200,"10","bilinear","false","0","none",0,"Features"
"421","svc",0.41363,200,"16","bicubic","false","5","featselp",0,"Features"
"422","qdc",0.57187,200,"16","bicubic","false","5","featselp",0,"Features"
"423","parzen",0.29588,200,"16","bicubic","false","5","featselp",0,"Features"
"424","bpxnc",0.28087,200,"16","bicubic","false","5","featselp",0,"Features"
"425","loglc",0.282,200,"16","bicubic","false","5","featselp",0,"Features"
"426","knnc",0.26275,200,"16","bicubic","false","5","featselp",0,"Features"
"427","treec",NA,200,"16","bicubic","false","5","featselp",0,"Features"
"428","svc",0.30425,200,"16","bicubic","false","5","featselp",0.95,"Features"
"429","qdc",0.57112,200,"16","bicubic","false","5","featselp",0.95,"Features"
"430","parzen",0.265,200,"16","bicubic","false","5","featselp",0.95,"Features"
"431","bpxnc",0.273,200,"16","bicubic","false","5","featselp",0.95,"Features"
"432","loglc",0.282,200,"16","bicubic","false","5","featselp",0.95,"Features"
"433","knnc",0.258,200,"16","bicubic","false","5","featselp",0.95,"Features"
"434","treec",NA,200,"16","bicubic","false","5","featselp",0.95,"Features"
"435","svc",0.33963,200,"16","bicubic","false","5","featselp",0.8,"Features"
"436","qdc",0.29475,200,"16","bicubic","false","5","featselp",0.8,"Features"
"437","parzen",0.27525,200,"16","bicubic","false","5","featselp",0.8,"Features"
"438","bpxnc",0.27013,200,"16","bicubic","false","5","featselp",0.8,"Features"
"439","loglc",0.32213,200,"16","bicubic","false","5","featselp",0.8,"Features"
"440","knnc",0.27138,200,"16","bicubic","false","5","featselp",0.8,"Features"
"441","treec",NA,200,"16","bicubic","false","5","featselp",0.8,"Features"
"442","svc",0.138,200,"16","bicubic","false","20","featselp",0,"Features"
"443","qdc",0.10913,200,"16","bicubic","false","20","featselp",0,"Features"
"444","parzen",0.50088,200,"16","bicubic","false","20","featselp",0,"Features"
"445","bpxnc",0.08925,200,"16","bicubic","false","20","featselp",0,"Features"
"446","loglc",0.077,200,"16","bicubic","false","20","featselp",0,"Features"
"447","knnc",0.38613,200,"16","bicubic","false","20","featselp",0,"Features"
"448","treec",NA,200,"16","bicubic","false","20","featselp",0,"Features"
"449","svc",0.089625,200,"16","bicubic","false","20","featselp",0.95,"Features"
"450","qdc",0.0875,200,"16","bicubic","false","20","featselp",0.95,"Features"
"451","parzen",0.078375,200,"16","bicubic","false","20","featselp",0.95,"Features"
"452","bpxnc",0.10375,200,"16","bicubic","false","20","featselp",0.95,"Features"
"453","loglc",0.086875,200,"16","bicubic","false","20","featselp",0.95,"Features"
"454","knnc",0.07775,200,"16","bicubic","false","20","featselp",0.95,"Features"
"455","treec",NA,200,"16","bicubic","false","20","featselp",0.95,"Features"
"456","svc",0.11475,200,"16","bicubic","false","20","featselp",0.8,"Features"
"457","qdc",0.10163,200,"16","bicubic","false","20","featselp",0.8,"Features"
"458","parzen",0.09675,200,"16","bicubic","false","20","featselp",0.8,"Features"
"459","bpxnc",0.12025,200,"16","bicubic","false","20","featselp",0.8,"Features"
"460","loglc",0.11475,200,"16","bicubic","false","20","featselp",0.8,"Features"
"461","knnc",0.096875,200,"16","bicubic","false","20","featselp",0.8,"Features"
"462","treec",NA,200,"16","bicubic","false","20","featselp",0.8,"Features"
"463","svc",0.05375,200,"16","bicubic","false","50","featselp",0,"Features"
"464","qdc",0.046,200,"16","bicubic","false","50","featselp",0,"Features"
"465","parzen",0.292,200,"16","bicubic","false","50","featselp",0,"Features"
"466","bpxnc",0.043875,200,"16","bicubic","false","50","featselp",0,"Features"
"467","loglc",0.05925,200,"16","bicubic","false","50","featselp",0,"Features"
"468","knnc",0.27375,200,"16","bicubic","false","50","featselp",0,"Features"
"469","treec",NA,200,"16","bicubic","false","50","featselp",0,"Features"
"470","svc",0.032875,200,"16","bicubic","false","50","featselp",0.95,"Features"
"471","qdc",0.044875,200,"16","bicubic","false","50","featselp",0.95,"Features"
"472","parzen",0.034125,200,"16","bicubic","false","50","featselp",0.95,"Features"
"473","bpxnc",0.41387,200,"16","bicubic","false","50","featselp",0.95,"Features"
"474","loglc",0.05075,200,"16","bicubic","false","50","featselp",0.95,"Features"
"475","knnc",0.034875,200,"16","bicubic","false","50","featselp",0.95,"Features"
"476","treec",NA,200,"16","bicubic","false","50","featselp",0.95,"Features"
"477","svc",0.039125,200,"16","bicubic","false","50","featselp",0.8,"Features"
"478","qdc",0.039,200,"16","bicubic","false","50","featselp",0.8,"Features"
"479","parzen",0.03475,200,"16","bicubic","false","50","featselp",0.8,"Features"
"480","bpxnc",0.25175,200,"16","bicubic","false","50","featselp",0.8,"Features"
"481","loglc",0.04025,200,"16","bicubic","false","50","featselp",0.8,"Features"
"482","knnc",0.03825,200,"16","bicubic","false","50","featselp",0.8,"Features"
"483","treec",NA,200,"16","bicubic","false","50","featselp",0.8,"Features"
"484","svc",0.05975,200,"16","bicubic","false","0","none",0,"Features"
"485","qdc",0.87275,200,"16","bicubic","false","0","none",0,"Features"
"486","parzen",0.9,200,"16","bicubic","false","0","none",0,"Features"
"487","bpxnc",0.055375,200,"16","bicubic","false","0","none",0,"Features"
"488","loglc",0.026,200,"16","bicubic","false","0","none",0,"Features"
"489","knnc",0.19438,200,"16","bicubic","false","0","none",0,"Features"
"490","treec",NA,200,"16","bicubic","false","0","none",0,"Features"
"491","svc",0.38113,200,"16","bilinear","false","5","featselp",0,"Features"
"492","qdc",0.44763,200,"16","bilinear","false","5","featselp",0,"Features"
"493","parzen",0.27213,200,"16","bilinear","false","5","featselp",0,"Features"
"494","bpxnc",0.28025,200,"16","bilinear","false","5","featselp",0,"Features"
"495","loglc",0.27287,200,"16","bilinear","false","5","featselp",0,"Features"
"496","knnc",0.256,200,"16","bilinear","false","5","featselp",0,"Features"
"497","treec",NA,200,"16","bilinear","false","5","featselp",0,"Features"
"498","svc",0.29663,200,"16","bilinear","false","5","featselp",0.95,"Features"
"499","qdc",0.45838,200,"16","bilinear","false","5","featselp",0.95,"Features"
"500","parzen",0.26188,200,"16","bilinear","false","5","featselp",0.95,"Features"
"501","bpxnc",0.26063,200,"16","bilinear","false","5","featselp",0.95,"Features"
"502","loglc",0.27287,200,"16","bilinear","false","5","featselp",0.95,"Features"
"503","knnc",0.2595,200,"16","bilinear","false","5","featselp",0.95,"Features"
"504","treec",NA,200,"16","bilinear","false","5","featselp",0.95,"Features"
"505","svc",0.326,200,"16","bilinear","false","5","featselp",0.8,"Features"
"506","qdc",0.27475,200,"16","bilinear","false","5","featselp",0.8,"Features"
"507","parzen",0.26888,200,"16","bilinear","false","5","featselp",0.8,"Features"
"508","bpxnc",0.27387,200,"16","bilinear","false","5","featselp",0.8,"Features"
"509","loglc",0.30025,200,"16","bilinear","false","5","featselp",0.8,"Features"
"510","knnc",0.26413,200,"16","bilinear","false","5","featselp",0.8,"Features"
"511","treec",NA,200,"16","bilinear","false","5","featselp",0.8,"Features"
"512","svc",0.11675,200,"16","bilinear","false","20","featselp",0,"Features"
"513","qdc",0.097,200,"16","bilinear","false","20","featselp",0,"Features"
"514","parzen",0.49775,200,"16","bilinear","false","20","featselp",0,"Features"
"515","bpxnc",0.079,200,"16","bilinear","false","20","featselp",0,"Features"
"516","loglc",0.06275,200,"16","bilinear","false","20","featselp",0,"Features"
"517","knnc",0.38,200,"16","bilinear","false","20","featselp",0,"Features"
"518","treec",NA,200,"16","bilinear","false","20","featselp",0,"Features"
"519","svc",0.075,200,"16","bilinear","false","20","featselp",0.95,"Features"
"520","qdc",0.074,200,"16","bilinear","false","20","featselp",0.95,"Features"
"521","parzen",0.063875,200,"16","bilinear","false","20","featselp",0.95,"Features"
"522","bpxnc",0.15313,200,"16","bilinear","false","20","featselp",0.95,"Features"
"523","loglc",0.078125,200,"16","bilinear","false","20","featselp",0.95,"Features"
"524","knnc",0.065375,200,"16","bilinear","false","20","featselp",0.95,"Features"
"525","treec",NA,200,"16","bilinear","false","20","featselp",0.95,"Features"
"526","svc",0.1005,200,"16","bilinear","false","20","featselp",0.8,"Features"
"527","qdc",0.08825,200,"16","bilinear","false","20","featselp",0.8,"Features"
"528","parzen",0.08025,200,"16","bilinear","false","20","featselp",0.8,"Features"
"529","bpxnc",0.087625,200,"16","bilinear","false","20","featselp",0.8,"Features"
"530","loglc",0.097,200,"16","bilinear","false","20","featselp",0.8,"Features"
"531","knnc",0.0875,200,"16","bilinear","false","20","featselp",0.8,"Features"
"532","treec",NA,200,"16","bilinear","false","20","featselp",0.8,"Features"
"533","svc",0.046375,200,"16","bilinear","false","50","featselp",0,"Features"
"534","qdc",0.05375,200,"16","bilinear","false","50","featselp",0,"Features"
"535","parzen",0.25475,200,"16","bilinear","false","50","featselp",0,"Features"
"536","bpxnc",0.0425,200,"16","bilinear","false","50","featselp",0,"Features"
"537","loglc",0.0525,200,"16","bilinear","false","50","featselp",0,"Features"
"538","knnc",0.25775,200,"16","bilinear","false","50","featselp",0,"Features"
"539","treec",NA,200,"16","bilinear","false","50","featselp",0,"Features"
"540","svc",0.033625,200,"16","bilinear","false","50","featselp",0.95,"Features"
"541","qdc",0.0465,200,"16","bilinear","false","50","featselp",0.95,"Features"
"542","parzen",0.03975,200,"16","bilinear","false","50","featselp",0.95,"Features"
"543","bpxnc",0.059375,200,"16","bilinear","false","50","featselp",0.95,"Features"
"544","loglc",0.0535,200,"16","bilinear","false","50","featselp",0.95,"Features"
"545","knnc",0.038625,200,"16","bilinear","false","50","featselp",0.95,"Features"
"546","treec",NA,200,"16","bilinear","false","50","featselp",0.95,"Features"
"547","svc",0.047,200,"16","bilinear","false","50","featselp",0.8,"Features"
"548","qdc",0.045,200,"16","bilinear","false","50","featselp",0.8,"Features"
"549","parzen",0.042875,200,"16","bilinear","false","50","featselp",0.8,"Features"
"550","bpxnc",0.070375,200,"16","bilinear","false","50","featselp",0.8,"Features"
"551","loglc",0.050625,200,"16","bilinear","false","50","featselp",0.8,"Features"
"552","knnc",0.04825,200,"16","bilinear","false","50","featselp",0.8,"Features"
"553","treec",NA,200,"16","bilinear","false","50","featselp",0.8,"Features"
"554","svc",0.055375,200,"16","bilinear","false","0","none",0,"Features"
"555","qdc",0.86175,200,"16","bilinear","false","0","none",0,"Features"
"556","parzen",0.9,200,"16","bilinear","false","0","none",0,"Features"
"557","bpxnc",0.036875,200,"16","bilinear","false","0","none",0,"Features"
"558","loglc",0.0265,200,"16","bilinear","false","0","none",0,"Features"
"559","knnc",0.18338,200,"16","bilinear","false","0","none",0,"Features"
"560","treec",NA,200,"16","bilinear","false","0","none",0,"Features"
