"","classif","dist","m","sd","n","ci","method","size"
"400","loglc","minkowski",0.347388,0.0194145914198574,15,0.0416401572286733,"Bicubic","4"
"401","loglc","polynomial",0.374998,0.108715172301622,15,0.23317085432721,"Bicubic","4"
"402","loglc","distance",0.180196,0.0211474384804807,15,0.0453567445364956,"Bicubic","4"
"403","loglc","cosine",0.307548666666667,0.0246600019889545,15,0.0528904439899361,"Bicubic","4"
"404","loglc","ndiff",0.897912,0.00202196227179726,15,0.00433667776402281,"Bicubic","4"
"405","loglc","sigmoid",0.704888,0.052182997395156,15,0.11192139814878,"Bicubic","4"
"406","loglc","radial_basis",0.249002666666667,0.0377046941879857,15,0.0808685261664036,"Bicubic","4"
"407","knnc","minkowski",0.347057333333333,0.02643762131797,15,0.056703058262994,"Bicubic","4"
"408","knnc","polynomial",0.461144,0.0303937899672191,15,0.0651881961170612,"Bicubic","4"
"409","knnc","distance",0.337637333333333,0.0295311185668529,15,0.0633379499815084,"Bicubic","4"
"410","knnc","cosine",0.289711333333333,0.0270560109156296,15,0.0580293720400011,"Bicubic","4"
"411","knnc","ndiff",0.897912,0.00202196227179726,15,0.00433667776402281,"Bicubic","4"
"412","knnc","sigmoid",0.455407333333333,0.0203006771409466,15,0.0435406220876196,"Bicubic","4"
"413","knnc","radial_basis",0.331050666666667,0.0167556167412886,15,0.0359372237345686,"Bicubic","4"
"414","bpxnc","minkowski",0.876402666666667,0.0544370208152329,15,0.116755797574416,"Bicubic","4"
"415","bpxnc","polynomial",0.89398,0.0161645166955279,15,0.0346694402251933,"Bicubic","4"
"416","bpxnc","distance",0.887462,0.0463651397988988,15,0.0994433346241261,"Bicubic","4"
"417","bpxnc","cosine",0.866148,0.076183236457523,15,0.16339679139659,"Bicubic","4"
"418","bpxnc","ndiff",0.9,0,15,0,"Bicubic","4"
"419","bpxnc","sigmoid",0.880828,0.0347334637325036,15,0.0744958706387496,"Bicubic","4"
"420","bpxnc","radial_basis",0.827185333333333,0.107621255924035,15,0.230824637042866,"Bicubic","4"
"421","fisher","minkowski",0.346841333333333,0.0197850531125561,15,0.0424347185355571,"Bicubic","4"
"422","fisher","polynomial",0.266180666666667,0.0190991774193351,15,0.0409636614791701,"Bicubic","4"
"423","fisher","distance",0.179913333333333,0.0197450947494983,15,0.0423490163703997,"Bicubic","4"
"424","fisher","cosine",0.239474,0.0212074460643291,15,0.0454854480035079,"Bicubic","4"
"425","fisher","ndiff",0.897912,0.00202196227179726,15,0.00433667776402281,"Bicubic","4"
"426","fisher","sigmoid",0.706216666666667,0.0573722413798902,15,0.123051219567595,"Bicubic","4"
"427","fisher","radial_basis",0.238720666666667,0.0305666179882252,15,0.0655588753558144,"Bicubic","4"
"428","rbsvc","minkowski",NA,NA,15,NA,"Bicubic","4"
"429","rbsvc","polynomial",NA,NA,15,NA,"Bicubic","4"
"430","rbsvc","distance",NA,NA,15,NA,"Bicubic","4"
"431","rbsvc","cosine",NA,NA,15,NA,"Bicubic","4"
"432","rbsvc","ndiff",NA,NA,15,NA,"Bicubic","4"
"433","rbsvc","sigmoid",NA,NA,15,NA,"Bicubic","4"
"434","rbsvc","radial_basis",NA,NA,15,NA,"Bicubic","4"
"435","pksvc","minkowski",NA,NA,15,NA,"Bicubic","4"
"436","pksvc","polynomial",NA,NA,15,NA,"Bicubic","4"
"437","pksvc","distance",NA,NA,15,NA,"Bicubic","4"
"438","pksvc","cosine",NA,NA,15,NA,"Bicubic","4"
"439","pksvc","ndiff",NA,NA,15,NA,"Bicubic","4"
"440","pksvc","sigmoid",NA,NA,15,NA,"Bicubic","4"
"441","pksvc","radial_basis",NA,NA,15,NA,"Bicubic","4"
"442","svc","minkowski",0.25769,0.0196137619324508,15,0.0420673354927095,"Bicubic","6"
"443","svc","polynomial",0.296369333333333,0.0226275282617898,15,0.0485312213963706,"Bicubic","6"
"444","svc","distance",0.25763,0.0332010430128762,15,0.0712091550790034,"Bicubic","6"
"445","svc","cosine",0.377731333333333,0.0384536548266067,15,0.0824748869738922,"Bicubic","6"
"446","svc","ndiff",0.897858,0.00508830900903519,15,0.0109133374265909,"Bicubic","6"
"447","svc","sigmoid",0.892282666666667,0.0213593922019821,15,0.0458113400568266,"Bicubic","6"
"448","svc","radial_basis",0.484182666666667,0.0601270315328504,15,0.128959656815671,"Bicubic","6"
"449","qdc","minkowski",0.9,0,15,0,"Bicubic","6"
"450","qdc","polynomial",0.9,0,15,0,"Bicubic","6"
"451","qdc","distance",0.9,0,15,0,"Bicubic","6"
"452","qdc","cosine",0.9,0,15,0,"Bicubic","6"
"453","qdc","ndiff",0.9,0,15,0,"Bicubic","6"
"454","qdc","sigmoid",0.89891,0.00190947262726799,15,0.00409541147190781,"Bicubic","6"
"455","qdc","radial_basis",0.9,0,15,0,"Bicubic","6"
"456","parzen","minkowski",0.288680666666667,0.01409176074706,15,0.0302238208596169,"Bicubic","6"
"457","parzen","polynomial",0.36241,0.0150011575743817,15,0.0321742830688911,"Bicubic","6"
"458","parzen","distance",0.26821,0.0211715013975998,15,0.0454083543608053,"Bicubic","6"
"459","parzen","cosine",0.219446666666667,0.0170275611317428,15,0.0365204864430686,"Bicubic","6"
"460","parzen","ndiff",0.742658666666667,0.0185691275534215,15,0.0398268175828262,"Bicubic","6"
"461","parzen","sigmoid",0.414822666666667,0.0276016010060148,15,0.0591995464029192,"Bicubic","6"
"462","parzen","radial_basis",0.228834,0.0180207149850229,15,0.038650589606638,"Bicubic","6"
"463","loglc","minkowski",0.284955333333333,0.0181365171749731,15,0.038898960602075,"Bicubic","6"
"464","loglc","polynomial",0.368220666666667,0.023155590644491,15,0.0496638025651783,"Bicubic","6"
"465","loglc","distance",0.164490666666667,0.0178336886123934,15,0.0382494579323327,"Bicubic","6"
"466","loglc","cosine",0.339556666666667,0.0328053048120197,15,0.0703603810539058,"Bicubic","6"
"467","loglc","ndiff",0.752385333333333,0.0180894270092728,15,0.0387979622415491,"Bicubic","6"
"468","loglc","sigmoid",0.766510666666667,0.0420963679238596,15,0.0902877295327841,"Bicubic","6"
"469","loglc","radial_basis",0.198821333333333,0.0287188616135973,15,0.0615958320809971,"Bicubic","6"
"470","knnc","minkowski",0.30398,0.0188275189929149,15,0.0403810121025235,"Bicubic","6"
"471","knnc","polynomial",0.376780666666667,0.021126529181058,15,0.0453118985494402,"Bicubic","6"
"472","knnc","distance",0.281939333333333,0.0258300623489836,15,0.0553999738741869,"Bicubic","6"
"473","knnc","cosine",0.234175333333333,0.0272340398521164,15,0.0584112061330423,"Bicubic","6"
"474","knnc","ndiff",0.754028,0.0239525257242619,15,0.0513730583154057,"Bicubic","6"
"475","knnc","sigmoid",0.402835333333333,0.0254012268732569,15,0.0544802132545413,"Bicubic","6"
"476","knnc","radial_basis",0.247724666666667,0.0346074564357507,15,0.0742256118660934,"Bicubic","6"
"477","bpxnc","minkowski",0.856687333333333,0.0906346075078126,15,0.194391899647412,"Bicubic","6"
"478","bpxnc","polynomial",0.852484666666667,0.067285940037029,15,0.144313988475455,"Bicubic","6"
"479","bpxnc","distance",0.852822,0.071399174084859,15,0.153135998105531,"Bicubic","6"
"480","bpxnc","cosine",0.853071333333333,0.10133359158645,15,0.217338938273518,"Bicubic","6"
"481","bpxnc","ndiff",0.9,3.77964473009186e-05,15,8.10653170215969e-05,"Bicubic","6"
"482","bpxnc","sigmoid",0.888869333333333,0.0221428500122876,15,0.0474916899389151,"Bicubic","6"
"483","bpxnc","radial_basis",0.748539333333333,0.141951886741684,15,0.304456517008379,"Bicubic","6"
"484","fisher","minkowski",0.283145333333333,0.0177294326984685,15,0.0380258512360099,"Bicubic","6"
"485","fisher","polynomial",0.298148,0.019910050297705,15,0.0427028108342916,"Bicubic","6"
"486","fisher","distance",0.164033333333333,0.0176932790575835,15,0.03794830938832,"Bicubic","6"
"487","fisher","cosine",0.286578666666667,0.0267979332536423,15,0.0574758505061218,"Bicubic","6"
"488","fisher","ndiff",0.750937333333333,0.0197217477734123,15,0.0422989420868874,"Bicubic","6"
"489","fisher","sigmoid",0.76981,0.0427190703483652,15,0.0916232934033978,"Bicubic","6"
"490","fisher","radial_basis",0.186862,0.0218012359413733,15,0.0467590006272127,"Bicubic","6"
"491","rbsvc","minkowski",NA,NA,15,NA,"Bicubic","6"
"492","rbsvc","polynomial",NA,NA,15,NA,"Bicubic","6"
"493","rbsvc","distance",NA,NA,15,NA,"Bicubic","6"
"494","rbsvc","cosine",NA,NA,15,NA,"Bicubic","6"
"495","rbsvc","ndiff",NA,NA,15,NA,"Bicubic","6"
"496","rbsvc","sigmoid",NA,NA,15,NA,"Bicubic","6"
"497","rbsvc","radial_basis",NA,NA,15,NA,"Bicubic","6"
"498","pksvc","minkowski",NA,NA,15,NA,"Bicubic","6"
"499","pksvc","polynomial",NA,NA,15,NA,"Bicubic","6"
"500","pksvc","distance",NA,NA,15,NA,"Bicubic","6"
"501","pksvc","cosine",NA,NA,15,NA,"Bicubic","6"
"502","pksvc","ndiff",NA,NA,15,NA,"Bicubic","6"
"503","pksvc","sigmoid",NA,NA,15,NA,"Bicubic","6"
"504","pksvc","radial_basis",NA,NA,15,NA,"Bicubic","6"
"505","svc","minkowski",0.256915333333333,0.0169394091930481,15,0.0363314193384421,"BicubicOnlySVC","6"
"506","svc","polynomial",0.295145333333333,0.0163737232290323,15,0.035118143613279,"BicubicOnlySVC","6"
"507","svc","distance",0.238848,0.0266586314620344,15,0.0571770778778782,"BicubicOnlySVC","6"
"508","svc","cosine",0.377446666666667,0.0528206959799805,15,0.113289125584416,"BicubicOnlySVC","6"
"509","svc","ndiff",0.899192,0.00229145992141008,15,0.00491469273533751,"BicubicOnlySVC","6"
"510","svc","sigmoid",0.896033333333333,0.00882284345699654,15,0.0189231171961489,"BicubicOnlySVC","6"
"511","svc","radial_basis",0.495232666666667,0.0404349868778206,15,0.0867244215816807,"BicubicOnlySVC","6"
"512","qdc","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"513","qdc","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"514","qdc","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"515","qdc","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"516","qdc","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"517","qdc","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"518","qdc","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"519","parzen","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"520","parzen","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"521","parzen","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"522","parzen","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"523","parzen","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"524","parzen","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"525","parzen","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"526","loglc","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"527","loglc","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"528","loglc","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"529","loglc","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"530","loglc","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"531","loglc","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"532","loglc","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"533","knnc","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"534","knnc","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"535","knnc","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"536","knnc","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"537","knnc","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"538","knnc","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"539","knnc","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"540","bpxnc","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"541","bpxnc","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"542","bpxnc","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"543","bpxnc","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"544","bpxnc","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"545","bpxnc","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"546","bpxnc","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"547","fisher","minkowski",NA,NA,15,NA,"BicubicOnlySVC","6"
"548","fisher","polynomial",NA,NA,15,NA,"BicubicOnlySVC","6"
"549","fisher","distance",NA,NA,15,NA,"BicubicOnlySVC","6"
"550","fisher","cosine",NA,NA,15,NA,"BicubicOnlySVC","6"
"551","fisher","ndiff",NA,NA,15,NA,"BicubicOnlySVC","6"
"552","fisher","sigmoid",NA,NA,15,NA,"BicubicOnlySVC","6"
"553","fisher","radial_basis",NA,NA,15,NA,"BicubicOnlySVC","6"
"554","rbsvc","minkowski",0.254302666666667,0.0209897660324082,15,0.0450185707688185,"BicubicOnlySVC","6"
"555","rbsvc","polynomial",0.293393333333333,0.0275172734495124,15,0.0590186817823082,"BicubicOnlySVC","6"
"556","rbsvc","distance",0.230646,0.0148982481232814,15,0.0319535642481103,"BicubicOnlySVC","6"
"557","rbsvc","cosine",0.197885333333333,0.0256084840480278,15,0.0549247356839655,"BicubicOnlySVC","6"
"558","rbsvc","ndiff",0.782504666666667,0.0201987608766573,15,0.0433220334406895,"BicubicOnlySVC","6"
"559","rbsvc","sigmoid",0.331864,0.0252767012427311,15,0.0542131323398851,"BicubicOnlySVC","6"
"560","rbsvc","radial_basis",0.308492,0.0676185338286986,15,0.145027331212312,"BicubicOnlySVC","6"
"561","pksvc","minkowski",0.254322666666667,0.020958128483331,15,0.0449507149747193,"BicubicOnlySVC","6"
"562","pksvc","polynomial",0.292775333333333,0.0275768940203483,15,0.0591465551889632,"BicubicOnlySVC","6"
"563","pksvc","distance",0.230558666666667,0.0148433269598866,15,0.0318357700679761,"BicubicOnlySVC","6"
"564","pksvc","cosine",0.197844,0.0255993894458442,15,0.0549052297022702,"BicubicOnlySVC","6"
"565","pksvc","ndiff",0.765422666666667,0.0181120462939001,15,0.038846475782108,"BicubicOnlySVC","6"
"566","pksvc","sigmoid",0.331144666666667,0.0248902235158037,15,0.0533842200559944,"BicubicOnlySVC","6"
"567","pksvc","radial_basis",0.289569333333333,0.0392621439751297,15,0.0842089237369703,"BicubicOnlySVC","6"
"568","svc","minkowski",0.270363333333333,0.0224573454946631,15,0.0481662156629244,"Bicubic","8"
"569","svc","polynomial",0.310006666666667,0.0328001264515565,15,0.0703492745753189,"Bicubic","8"
"570","svc","distance",0.261226,0.0341252455354851,15,0.0731913723464348,"Bicubic","8"
"571","svc","cosine",0.383374,0.058633479928889,15,0.125756307217777,"Bicubic","8"
"572","svc","ndiff",0.897138,0.0100681961783487,15,0.0215941331346671,"Bicubic","8"
"573","svc","sigmoid",0.89604,0.01228910958067,15,0.0263575186349841,"Bicubic","8"
"574","svc","radial_basis",0.804161333333333,0.0910761328988529,15,0.195338877428493,"Bicubic","8"
"575","qdc","minkowski",0.9,0,15,0,"Bicubic","8"
"576","qdc","polynomial",0.9,0,15,0,"Bicubic","8"
"577","qdc","distance",0.9,0,15,0,"Bicubic","8"
"578","qdc","cosine",0.9,0,15,0,"Bicubic","8"
"579","qdc","ndiff",0.9,0,15,0,"Bicubic","8"
"580","qdc","sigmoid",0.870632666666667,0.0286261055848046,15,0.0613968901852184,"Bicubic","8"
"581","qdc","radial_basis",0.9,0,15,0,"Bicubic","8"
"582","parzen","minkowski",0.30039,0.01752610298139,15,0.0375897523655617,"Bicubic","8"
"583","parzen","polynomial",0.355859333333333,0.012950633446541,15,0.0277763462162442,"Bicubic","8"
"584","parzen","distance",0.270721333333333,0.0132274583816429,15,0.0283700766519345,"Bicubic","8"
"585","parzen","cosine",0.233972,0.0279665877687746,15,0.0599823651529526,"Bicubic","8"
"586","parzen","ndiff",0.556598666666667,0.0246343670702614,15,0.0528354625575774,"Bicubic","8"
"587","parzen","sigmoid",0.570714,0.0231246278116767,15,0.049597393893538,"Bicubic","8"
"588","parzen","radial_basis",0.306033333333333,0.0295753895437857,15,0.0634329017834949,"Bicubic","8"
"589","loglc","minkowski",0.268646666666667,0.0151231382167793,15,0.0324359055268891,"Bicubic","8"
"590","loglc","polynomial",0.479204666666667,0.0350557439488812,15,0.0751870929566156,"Bicubic","8"
"591","loglc","distance",0.176101333333333,0.0149854376296584,15,0.0321405671407138,"Bicubic","8"
"592","loglc","cosine",0.465771333333333,0.0467946281817333,15,0.100364495590245,"Bicubic","8"
"593","loglc","ndiff",0.570748,0.0181171289116129,15,0.0388573769129181,"Bicubic","8"
"594","loglc","sigmoid",0.847886666666667,0.0275518507718153,15,0.0590928427628874,"Bicubic","8"
"595","loglc","radial_basis",0.311114666666667,0.0308712797334505,15,0.0662123098112914,"Bicubic","8"
"596","knnc","minkowski",0.311690666666667,0.0269891225355345,15,0.0578859107327968,"Bicubic","8"
"597","knnc","polynomial",0.377986666666667,0.0295538797710861,15,0.0633867679093486,"Bicubic","8"
"598","knnc","distance",0.277562666666667,0.0210927778657824,15,0.0452395091777373,"Bicubic","8"
"599","knnc","cosine",0.245420666666667,0.038432067426391,15,0.0824285866052829,"Bicubic","8"
"600","knnc","ndiff",0.567953333333333,0.0201253229491982,15,0.043164524751487,"Bicubic","8"
"601","knnc","sigmoid",0.493056666666667,0.0260877419672991,15,0.0559526416892978,"Bicubic","8"
"602","knnc","radial_basis",0.247676,0.0294831222421042,15,0.0632350081031183,"Bicubic","8"
"603","bpxnc","minkowski",0.851643333333333,0.0709121331212757,15,0.152091399130367,"Bicubic","8"
"604","bpxnc","polynomial",0.869401333333333,0.0598366060757683,15,0.128336756161489,"Bicubic","8"
"605","bpxnc","distance",0.871796666666667,0.0732939951415498,15,0.157199985083908,"Bicubic","8"
"606","bpxnc","cosine",0.860538,0.0677583709325171,15,0.145327251971059,"Bicubic","8"
"607","bpxnc","ndiff",0.884740666666667,0.0355092954563946,15,0.0761598641922153,"Bicubic","8"
"608","bpxnc","sigmoid",0.892532,0.02163884971857,15,0.0464107168182428,"Bicubic","8"
"609","bpxnc","radial_basis",0.863023333333333,0.0427240508824892,15,0.0916339755866857,"Bicubic","8"
"610","fisher","minkowski",0.266854666666667,0.0139872921236521,15,0.0299997579468266,"Bicubic","8"
"611","fisher","polynomial",0.422411333333333,0.0331983430883158,15,0.0712033643167477,"Bicubic","8"
"612","fisher","distance",0.175825333333333,0.0155841801043176,15,0.0334247420298539,"Bicubic","8"
"613","fisher","cosine",0.411556,0.0349431270168296,15,0.074945553659917,"Bicubic","8"
"614","fisher","ndiff",0.570162,0.0166698668261027,15,0.0357533084579877,"Bicubic","8"
"615","fisher","sigmoid",0.847454666666667,0.0271168284246061,15,0.0581598126236462,"Bicubic","8"
"616","fisher","radial_basis",0.313386666666667,0.0313082489510505,15,0.0671495155722296,"Bicubic","8"
"617","rbsvc","minkowski",NA,NA,15,NA,"Bicubic","8"
"618","rbsvc","polynomial",NA,NA,15,NA,"Bicubic","8"
"619","rbsvc","distance",NA,NA,15,NA,"Bicubic","8"
"620","rbsvc","cosine",NA,NA,15,NA,"Bicubic","8"
"621","rbsvc","ndiff",NA,NA,15,NA,"Bicubic","8"
"622","rbsvc","sigmoid",NA,NA,15,NA,"Bicubic","8"
"623","rbsvc","radial_basis",NA,NA,15,NA,"Bicubic","8"
"624","pksvc","minkowski",NA,NA,15,NA,"Bicubic","8"
"625","pksvc","polynomial",NA,NA,15,NA,"Bicubic","8"
"626","pksvc","distance",NA,NA,15,NA,"Bicubic","8"
"627","pksvc","cosine",NA,NA,15,NA,"Bicubic","8"
"628","pksvc","ndiff",NA,NA,15,NA,"Bicubic","8"
"629","pksvc","sigmoid",NA,NA,15,NA,"Bicubic","8"
"630","pksvc","radial_basis",NA,NA,15,NA,"Bicubic","8"
